industry,name,rank,founded,country
Recruitment,iXceed Solutions,432,2017 (6 yrs old),France
,Realme,433,,Hungary
IT Services & Consulting,sifars,434,2017 (6 yrs old),Germany
Recruitment,SDNA Global,435,2010 (13 yrs old),France
Building Material,Motherson Sumi Wiring,436,,Italy
IT Services & Consulting,Bluefield Technologies,437,,Poland
IT Services & Consulting,Floating Numbers Digital Solutions,438,2018 (5 yrs old),Germany
Media & Entertainment,InMobi,439,2007 (16 yrs old),Spain
Education & Training,Careers360,440,2008 (15 yrs old),Estonia
IT Services & Consulting,Cybertech Systems & Software,441,1995 (28 yrs old),France
Healthcare,Dayanand Medical College & Hospital,442,1964 (59 yrs old),Croatia
Telecom,Unicom Infotel,443,1996 (27 yrs old),UK
IT Services & Consulting,Click Labs,444,2011 (12 yrs old),Italy
IT Services & Consulting,Saggezza,445,2005 (18 yrs old),Switzerland
Software Product,Bizmatics India,446,2002 (21 yrs old),Germany
Fashion & Textile,BSL,447,1971 (52 yrs old),Italy
Pharma,East African (I) Overseas Dehradun,448,1980 (43 yrs old),Italy
Printing & Publishing,TechNova Imaging Systems,449,1971 (52 yrs old),Italy
IT Services & Consulting,Acma Computers,450,1992 (31 yrs old),UK
Pharma,Guardian Lifecare,451,2003 (20 yrs old),Bulgaria
IT Services & Consulting,Aurus,452,2000 (23 yrs old),Poland
Consumer Electronics & Appliances,Aplab,453,1962 (61 yrs old),France
Investment Banking / Venture Capital / Private Equity,Trustline Securities,454,1995 (28 yrs old),Italy
Beverage,Tilaknagar Industries Ltd.,455,1933 (90 yrs old),Poland
Chemicals,Haldor Topsoe,456,1940 (83 yrs old),Germany
Internet,Bigtree Entertainment,457,1999 (24 yrs old),Germany
Industrial Automation,RMS,458,1988 (35 yrs old),Italy
Healthcare,Chandan Healthcare,459,1991 (32 yrs old),Italy
Education & Training,Prolific Systems & Technologies,460,1997 (26 yrs old),Spain
Non-Profit,Sarva Shiksha Abhiyan,461,2002 (21 yrs old),UK
Engineering & Construction,GS Engineering,462,2001 (22 yrs old),Germany
Real Estate,Gm Infinite Dwelling,463,1962 (61 yrs old),Italy
Chemicals,Firmenich Aromatics,464,1895 (128 yrs old),Germany
Electronics Manufacturing,Marc Enterprises,465,1981 (42 yrs old),Germany
IT Services & Consulting,Mistral Solutions,466,1997 (26 yrs old),Italy
Recruitment,JConnect Infotech,467,2008 (15 yrs old),The Netherlands
Healthcare,Miric Biotech,468,2000 (23 yrs old),France
Oil & Gas,National Oilwell Varco,469,1841 (182 yrs old),UK
Pharma,Ultratech India,470,1992 (31 yrs old),Italy
Internet,Facebook,471,2004 (19 yrs old),Italy
Agriculture,Cp Aquaculture,472,1994 (29 yrs old),UK
Facility Management Services,Golden Star Facilities and Services,473,2008 (15 yrs old),Italy
Food Processing,Surya Food & Agro,474,1994 (29 yrs old),Spain
,Volksoft Technologies,475,2002 (21 yrs old),Germany
Auto Components,Milestone Gears,476,1984 (39 yrs old),Italy
Waste Management,Jindal Water Infrastructure,477,2006 (17 yrs old),Italy
Beverage,Pran Beverages India,478,1981 (42 yrs old),Italy
Logistics,Rcpl Logistics,479,1997 (26 yrs old),UK
Chemicals,otsuka chemical india,480,,UK
Pharma,ALBANY MOLECULAR RESEARCH INC,481,1991 (32 yrs old),Slovenia
IT Services & Consulting,MicroSpark Software Solutions,482,2009 (14 yrs old),France
Engineering & Construction,M G Contractors,483,,Germany
Industrial Machinery,D.B ENGINEERING,484,1951 (72 yrs old),The Netherlands
Education & Training,Global Talent Track,485,2008 (15 yrs old),France
Industrial Machinery,Rostfrei Steels,486,2004 (19 yrs old),Italy
Aviation,Kingfisher Airlines,487,2003 (20 yrs old),UK
Facility Management Services,Al Naba Services LLC,488,1984 (39 yrs old),Liechtenstein
Retail,Marche Retail,489,2005 (18 yrs old),Sweden
BPO,Sparsh BPO Services,490,1978 (45 yrs old),Italy
Real Estate,City Corporation Ltd (Amanora),491,2003 (20 yrs old),UK
Non-Profit,MSF,492,1971 (52 yrs old),Poland
Electronics Manufacturing,Velankani Electronics,493,1985 (38 yrs old),Italy
Investment Banking / Venture Capital / Private Equity,Ubs Investment Bank,494,,Germany
Financial Services,Platinum One,495,2008 (15 yrs old),Italy
Electronics Manufacturing,Marc Enterprises,496,1981 (42 yrs old),Germany
Agriculture,Cp Aquaculture,497,1994 (29 yrs old),Belgium
Chemicals,Firmenich Aromatics,498,1895 (128 yrs old),Greece
IT Services & Consulting,Hyland Software Solutions India LLP,499,1991 (32 yrs old),Sweden
IT Services & Consulting,Shiash Info Solutions,500,,France
Telecom,Telecommunications Consultants,501,1978 (45 yrs old),Italy
Pharma,ALBANY MOLECULAR RESEARCH INC,502,1991 (32 yrs old),Italy
IT Services & Consulting,MicroSpark Software Solutions,503,2009 (14 yrs old),UK
Industrial Machinery,PP Rolling Mills,504,1947 (76 yrs old),UK
Internet,Delivery.com,505,,France
Real Estate,Gm Infinite Dwelling,506,1962 (61 yrs old),Spain
Oil & Gas,National Oilwell Varco,507,1841 (182 yrs old),Germany
Education & Training,Prolific Systems & Technologies,508,1997 (26 yrs old),France
Clinical Research,Spc Life Sciences,509,2006 (17 yrs old),Sweden
Pharma,Ultratech India,510,1992 (31 yrs old),Germany
Industrial Machinery,D.B ENGINEERING,511,1951 (72 yrs old),UK
Education & Training,HR Spot,512,2012 (11 yrs old),Norway
Building Material,Press Fit Pipe And Profile,513,1979 (44 yrs old),Germany
IT Services & Consulting,DotPe,514,2019 (4 yrs old),Germany
IT Services & Consulting,Successive Technologies,515,2012 (11 yrs old),Italy
BPO,Minanshika Softech Solution,516,2019 (4 yrs old),Italy
,Annova Solutions,517,,Poland
Real Estate,Akshaya,518,1995 (28 yrs old),Germany
Real Estate,Vatika Hotels,519,2004 (19 yrs old),UK
Beverage,Pearl Beverages,520,1996 (27 yrs old),UK
Management Consulting,SKP Group,521,1998 (25 yrs old),France
IT Services & Consulting,Trinity Mobility,522,2011 (12 yrs old),Spain
Fashion & Textile,LNJ Bhilwara Group,523,1960 (63 yrs old),Hungary
Internet,Utsav Fashion,524,2000 (23 yrs old),The Netherlands
Real Estate,Marvel Realtors,525,2001 (22 yrs old),Czech Republic
Industrial Automation,Comau,526,1997 (26 yrs old),France
Industrial Automation,Nirmal Industrial Controls,527,1973 (50 yrs old),France
IT Services & Consulting,IRIS Business Services,528,1994 (29 yrs old),Germany
Telecom,Mobily Infotech,529,2007 (16 yrs old),Italy
Electronics Manufacturing,Ashida Electronics,530,1970 (53 yrs old),France
Industrial Machinery,HLE Engineers,531,1981 (42 yrs old),UK
IT Services & Consulting,Kumaran Systems,532,1990 (33 yrs old),Germany
IT Services & Consulting,IMImobile,533,2000 (23 yrs old),Sweden
Healthcare,India Healthcare Solutions,534,1999 (24 yrs old),Germany
BPO,Optimus Global Services,535,2002 (21 yrs old),France
Healthcare,Aga Khan University Hospital,536,1983 (40 yrs old),Italy
Food Processing,Drytech Processes (I),537,1992 (31 yrs old),UK
Engineering & Construction,Plr Projects,538,1980 (43 yrs old),UK
Financial Services,Essel Finance,539,2012 (11 yrs old),Slovakia
Logistics,Babaji Shivram Clearing & Carriers,540,1976 (47 yrs old),Italy
Chemicals,Ecolab Food Safety & Hygiene Solutions,541,1923 (100 yrs old),The Netherlands
Industrial Machinery,PressureJet Systems,542,1996 (27 yrs old),Italy
Industrial Machinery,Extinct Fire Engineers,543,1990 (33 yrs old),Italy
Accounting & Auditing,ASA & Associates,544,1991 (32 yrs old),France
Iron & Steel,Ms Agarwal Foundries,545,1990 (33 yrs old),Italy
Engineering & Construction,Galfar Al Misnad Engineering Contracting W L L,546,1995 (28 yrs old),The Netherlands
Consumer Electronics & Appliances,S Mobile Devices,547,2012 (11 yrs old),Italy
Healthcare,Mgm Hospital,548,1993 (30 yrs old),Romania
Healthcare,Omega Hospitals,549,2010 (13 yrs old),Italy
Engineering & Construction,Aljaber Engineering,550,1995 (28 yrs old),Germany
Electronics Manufacturing,Starion India,551,2001 (22 yrs old),UK
Telecom,Welkin Telecom Infra,552,2004 (19 yrs old),Italy
Fashion & Textile,Bl International,553,1991 (32 yrs old),Lithuania
Real Estate,Suncity Projects,554,1996 (27 yrs old),UK
Engineering & Construction,Howe Engineering Projects,555,1966 (57 yrs old),UK
Financial Services,Sakthi Finance,556,1955 (68 yrs old),Germany
Engineering & Construction,Ajax Engineering,557,1992 (31 yrs old),Germany
Medical Equipment,Kirloskar Technologies,558,1993 (30 yrs old),France
Packaging,Paharpur 3P,559,1986 (37 yrs old),Spain
IT Services & Consulting,Extentia Information Technology,560,1998 (25 yrs old),Poland
Other,Al Maha Foods International,561,,France
Telecom,Welkin Telecom Infra,562,2004 (19 yrs old),France
Education & Training,IQ City Medical College,563,2012 (11 yrs old),Germany
Recruitment,Covenant Consultants,564,2003 (20 yrs old),Germany
Hospitality,Yellow Banana Food Company,565,1998 (25 yrs old),UK
Engineering & Construction,Howe Engineering Projects,566,1966 (57 yrs old),Italy
Fashion & Textile,Bl International,567,1991 (32 yrs old),France
FinTech,Volante Technologies,568,,Spain
Accounting & Auditing,Xpitax Solutions,569,2006 (17 yrs old),UK
IT Services & Consulting,Kumaran Systems,570,1990 (33 yrs old),France
Fashion & Textile,LNJ Bhilwara Group,571,1960 (63 yrs old),Italy
Management Consulting,SKP Group,572,1998 (25 yrs old),France
Chemicals,Diversey,573,1923 (100 yrs old),Italy
Healthcare,Aga Khan University Hospital,574,1983 (40 yrs old),Germany
Logistics,NuvoEx,575,2013 (10 yrs old),Germany
Financial Services,Hitek Syndicate,576,1993 (30 yrs old),Italy
Iron & Steel,AVON TUBETECH,577,1997 (26 yrs old),Italy
Engineering & Construction,Plr Projects,578,1980 (43 yrs old),Romania
Iron & Steel,Ms Agarwal Foundries,579,1990 (33 yrs old),Spain
Healthcare,Mgm Hospital,580,1993 (30 yrs old),Lithuania
Education & Training,Amrita Vidyalayam,581,1987 (36 yrs old),Switzerland
Food Processing,Drytech Processes (I),582,1992 (31 yrs old),Bulgaria
Engineering & Construction,Galfar Al Misnad Engineering Contracting W L L,583,1995 (28 yrs old),Italy
Chemicals,Ecolab Food Safety & Hygiene Solutions,584,1923 (100 yrs old),Spain
Accounting & Auditing,ASA & Associates,585,1991 (32 yrs old),Poland
Logistics,NuvoEx,586,2013 (10 yrs old),France
Internet,iServices,587,2011 (12 yrs old),Germany
FinTech,Ocrolus East,588,2014 (9 yrs old),Portugal
Telecom,ATC India Tower Corporation,589,2007 (16 yrs old),Italy
Education & Training,IQ City Medical College,590,2012 (11 yrs old),Italy
Education & Training,Amrita Vidyalayam,591,1987 (36 yrs old),France
Industrial Machinery,Prumatech Services,592,1996 (27 yrs old),Poland
Industrial Machinery,Elico,593,1960 (63 yrs old),Spain
,MSN R&D Center,594,,UK
IT Services & Consulting,Dahua Technology India Pvt.Ltd.,595,,Germany
Recruitment,Covenant Consultants,596,2003 (20 yrs old),Spain
Agro Chemicals,Hemani Industries,597,1992 (31 yrs old),Germany
Auto Components,Eicher Engineering Components,598,1992 (31 yrs old),Italy
Banking,Oaknorth Bank,599,2015 (8 yrs old),France
Beauty & Personal Care,Suntara Cosmetics,600,2003 (20 yrs old),Italy
Building Material,Crystal Ceramic Industries,601,1997 (26 yrs old),Germany
Government,National Rural Livelihood Mission,602,2011 (12 yrs old),Italy
Medical Equipment,Trimed Solutions India,603,2012 (11 yrs old),France
Engineering & Construction,Saint-Gobain Weber,604,,France
Hospitality,Yellow Banana Food Company,605,1998 (25 yrs old),Germany
Auto Components,RACL Geartech,606,1989 (34 yrs old),Poland
Analytics & KPO,INFOCRUNCH ANALYTICS,607,,Sweden
IT Services & Consulting,Sun Business Solutions,608,2010 (13 yrs old),France
BPO,Smart Call Center Solutions,609,2015 (8 yrs old),Spain
IT Services & Consulting,Qbss,610,,Norway
Pharma,Farmson Pharmaceutical,611,1970 (53 yrs old),UK
IT Services & Consulting,Affordable Robotic and Automation,612,2005 (18 yrs old),France
Pharma,West Coast Pharmaceuticals,613,1965 (58 yrs old),Germany
IT Services & Consulting,Complere Infosystem,614,2017 (6 yrs old),Germany
Internet,DOCON TECHNOLOGIES,615,,Germany
,Aashman Foundation,616,,Italy
BPO,Knowlarity,617,2009 (14 yrs old),Italy
Internet,MyCaptain,618,2016 (7 yrs old),France
Internet,DOCON TECHNOLOGIES,619,,Italy
Analytics & KPO,INFOCRUNCH ANALYTICS,620,,Bulgaria
Fitness & Wellness,Threpsi Solutions,621,,UK
Real Estate,N.K. Realtors,622,1987 (36 yrs old),UK
Food Processing,Drums Food International,623,2007 (16 yrs old),France
Oil & Gas,PDVSA,624,1878 (145 yrs old),Germany
Internet,Shine,625,2008 (15 yrs old),Italy
IT Services & Consulting,Excellon Software,626,2000 (23 yrs old),Portugal
Marketing & Advertising,Born Group,627,2011 (12 yrs old),Germany
IT Services & Consulting,Avontix,628,2014 (9 yrs old),Germany
Manufacturing,Action Tesa,629,1970 (53 yrs old),Italy
Fashion & Textile,Gokaldas Images,630,1979 (44 yrs old),France
Aviation,Zenith Precision,631,1986 (37 yrs old),UK
Industrial Machinery,General Industrial Controls,632,1972 (51 yrs old),Germany
Internet,TeamLease Staffing Solutions,633,2002 (21 yrs old),UK
IT Services & Consulting,Cubastion Consulting,634,2006 (17 yrs old),UK
Metals & Mining,Hindustan Copper,635,1967 (56 yrs old),UK
Hospitality,EIH,636,1949 (74 yrs old),France
Aviation,Cambata Aviation,637,1954 (69 yrs old),Spain
Travel & Tourism,Zenith Leisure Holidays,638,1997 (26 yrs old),France
Auto Components,Windals Precision,639,1990 (33 yrs old),Germany
Retail,Bagzone Lifestyles,640,2010 (13 yrs old),Hungary
IT Services & Consulting,Tecnics Integration Technologies,641,2005 (18 yrs old),Italy
Auto Components,Paranjape Autocast,642,1973 (50 yrs old),France
Waste Management,Driplex Water Engineering,643,1974 (49 yrs old),UK
IT Services & Consulting,Perpetuuiti Technosoft Services,644,2011 (12 yrs old),Germany
Real Estate,Vijay Raja Homes,645,1949 (74 yrs old),Italy
IT Services & Consulting,Lotus Wireless Technologies,646,2004 (19 yrs old),Romania
Industrial Machinery,Dynamic Engineering,647,1982 (41 yrs old),France
Real Estate,Pride Purple Group,648,2000 (23 yrs old),France
Insurance,Birla Sun Life Mutual Fund,649,1994 (29 yrs old),Czech Republic
Insurance,SecureNow Insurance Broker,650,2011 (12 yrs old),Germany
Engineering & Construction,Ace Pipeline Contracts,651,1989 (34 yrs old),Spain
IT Services & Consulting,Nucsoft,652,1994 (29 yrs old),Germany
Animation & VFX,Adnet Global,653,1995 (28 yrs old),Italy
Healthcare,Medical Trust Hospital,654,1973 (50 yrs old),Italy
Logistics,UPS Supply Chain Solutions,655,2002 (21 yrs old),Italy
Education & Training,Kasturba Medical College,656,1953 (70 yrs old),UK
Chemicals,Panoli Intermediates India,657,1999 (24 yrs old),Switzerland
Pulp & Paper,K.R.Pulp & Papers,658,1995 (28 yrs old),Norway
Metals & Mining,Ukay Metal Industries,659,1988 (35 yrs old),Germany
Engineering & Construction,Modern Construction Company,660,1976 (47 yrs old),Germany
Auto Components,Okinawa Autotech,661,2016 (7 yrs old),Lithuania
Travel & Tourism,Safari Company,662,,Germany
Real Estate,Bestech Group,663,1990 (33 yrs old),Hungary
Engineering & Construction,Suvidha Engineers,664,1983 (40 yrs old),France
Metals & Mining,Paramount Plaster,665,2013 (10 yrs old),Germany
IT Services & Consulting,Cynoteck Technology Solutions,666,2008 (15 yrs old),UK
Biotechnology,Spinco Biotech,667,1981 (42 yrs old),Italy
Telecom,Comnet Solutions,668,1994 (29 yrs old),Cyprus
Logistics,ATC (Assam),669,1952 (71 yrs old),Germany
Engineering & Construction,Dr. Amin Controllers,670,1975 (48 yrs old),Austria
,Dayal Group,671,1979 (44 yrs old),Germany
Retail,Red Tag,672,2006 (17 yrs old),Germany
Investment Banking / Venture Capital / Private Equity,Verity,673,2009 (14 yrs old),Italy
Analytics & KPO,Azure Knowledge Corporation,674,2001 (22 yrs old),Italy
Metals & Mining,Madhu Silica,675,1987 (36 yrs old),Germany
Auto Components,Prabha Engineering,676,1958 (65 yrs old),Sweden
Software Product,Replicon,677,1996 (27 yrs old),UK
Recruitment,Layam Management Solutions,678,2007 (16 yrs old),France
Industrial Machinery,Fichtner Consulting Engineers,679,1987 (36 yrs old),Spain
Electrical Equipment,Amco Saft India,680,1996 (27 yrs old),Spain
Beverage,Asianlak Health Foods,681,1994 (29 yrs old),Germany
Defence & Aerospace,Central Bureau of Investigation,682,1990 (33 yrs old),Croatia
Industrial Machinery,Wanfeng Aluminum Wheel,683,,Poland
Advertising / PR / Events,Airworks,684,,France
Engineering & Construction,Som Projects (S.P.L),685,1986 (37 yrs old),Germany
Facility Management Services,Express Housekeeper,686,1996 (27 yrs old),UK
IT Services & Consulting,SRM Techsol,687,2004 (19 yrs old),Germany
Insurance,Kotak Mahindra General Insurance,688,2015 (8 yrs old),UK
Recruitment,Ascent Hr,689,2002 (21 yrs old),France
Telecom,Telecomone Teleservices,690,2006 (17 yrs old),Spain
IT Services & Consulting,M Intergraph Systems,691,1990 (33 yrs old),France
Hospitality,Roseate Hotels & Resorts,692,2009 (14 yrs old),UK
Chemicals,Rain Cii Carbon Vizag,693,1998 (25 yrs old),Spain
,Tax Consultants,694,,Italy
Healthcare,Medicover Fertility,695,1995 (28 yrs old),Italy
Fashion & Textile,Campus Activewear,696,2006 (17 yrs old),Poland
Iron & Steel,Bansal Wire Industries,697,1938 (85 yrs old),Italy
FMCG,Empire Spices & Foods,698,1994 (29 yrs old),UK
Fashion & Textile,Faze Three,699,1982 (41 yrs old),Italy
Auto Components,Sungwoo Hitech,700,1977 (46 yrs old),UK
Electrical Equipment,Hager Electro,701,1997 (26 yrs old),Italy
Electrical Equipment,Karuna Greentech,702,2015 (8 yrs old),UK
IT Services & Consulting,Veative Labs,703,2016 (7 yrs old),Italy
Internet,Media.net Software Services (India),704,2010 (13 yrs old),Germany
Non-Profit,Deshpande Foundation,705,1996 (27 yrs old),UK
Pharma,Alniche Life Sciences,706,2007 (16 yrs old),France
Iron & Steel,Finolex Pipes,707,,Italy
IT Services & Consulting,Delta Technology,708,2006 (17 yrs old),UK
Recruitment,Gj Solutions,709,2010 (13 yrs old),Italy
Packaging,Rishi FIBC Solutions,710,2007 (16 yrs old),Germany
Healthcare,Vydehi Institute Of Medical Sciences And Research Centre,711,2000 (23 yrs old),The Netherlands
Industrial Machinery,JAAC TECHNO SERVICES,712,2009 (14 yrs old),Finland
Fitness & Wellness,Healthplix Technologies,713,2014 (9 yrs old),Germany
Education & Training,Tatva Global School,714,,UK
Software Product,Mahindra Teqo,715,,France
Education & Training,GUS Education,716,2017 (6 yrs old),Germany
,Accentuate Business Solutions,717,,Romania
Recruitment,Xpheno,718,2016 (7 yrs old),Germany
Electrical Equipment,Daramic Battery Separator India,719,1930 (93 yrs old),Italy
